4.792678166694974706e-02,-5.807757820616347155e-01,4.099190335210382008e-01,-8.395320199227394031e-01,3.306512637990133840e-01,9.274523036860822245e-01,-2.805553821789196767e-01,-2.135259233012018754e-01,6.770059864554447415e-01,9.504387877992444000e-01,-2.711813333461641218e-01,-1.494321696065652183e-01,-2.003838971894482401e-01,-3.043215395939673495e-01,-9.441886301267935488e-01,1.050353676781912576e-01,-4.911323150115433078e-01,-1.727278745598180565e-01,2.907593760053776011e-01,9.403679701417930747e-01,-2.884852506560047214e-01,1.699865111509809013e-01,6.371190419500672997e-01,-9.570074165157182663e-03,-7.081545084667691947e-01,9.254196060200869933e-01
8.185509963080179752e-01,-4.765877673623841043e-02,-1.000000000000000000e+00,-6.938457367620838312e-01,4.437593756539890966e-01,4.716566301657481586e-01,-1.941795735263081024e-01,-7.066782358481629167e-01,-4.360215441089169697e-01,5.559425638328209240e-01,-5.559992687707998593e-01,-1.689278098568541553e-01,6.839754993801769878e-01,5.162452289267962374e-02,-3.810983382009672238e-01,9.474145528533012284e-01,-6.839454972147084311e-01,4.754049053279723047e-01,3.323462321619953808e-01,-6.848454598184988695e-01,3.983347242054167681e-01,3.191887639011907196e-01,2.509294524832634266e-01,5.257340558606312664e-01,3.683384951115651895e-01,-9.464785157881049349e-01
-4.722994131909613591e-01,-5.183117997064934368e-01,-5.483579372068818625e-01,5.586333538444742119e-01,8.058924400087585926e-01,-7.528027467873563139e-02,-1.895862677901534177e-01,7.922860322005316203e-01,1.297461795501732851e-01,-2.499780679681194717e-01,2.064199542712086832e-01,9.506409798467151395e-01,-7.283428257907106351e-01,-8.986409003136981710e-02,-1.566473723427162235e-01,-5.137039901795763530e-01,6.864510425240947233e-01,6.854888243495711464e-01,7.165150216252131887e-01,-9.804435005621493504e-01,3.789382463350613600e-02,-9.082724411366328576e-01,-1.760990932289570321e-02,9.097677868273865154e-02,-5.674895114180880107e-01,6.927923054298946726e-01
-8.970134390234258959e-01,2.013378662749049086e-02,8.556230773972498538e-01,-5.979801698111859576e-01,-7.010255790277493126e-01,2.630088361993522250e-01,5.200841517647947221e-01,-2.551504405354838578e-01,7.797872138557971899e-01,9.144368068812124273e-01,8.764995695294338640e-01,-7.697275080686508675e-01,2.526586494379411962e-01,-2.605176307104958289e-01,-2.804474797861231106e-01,7.078079556679051088e-01,8.871163793370145934e-01,7.087065683615851874e-01,-6.409748100031751328e-01,-8.803103353333034675e-02,-1.631564373077120170e-02,-2.377456773188861006e-01,4.480869008894617367e-01,-3.526982455133036432e-01,5.944254200227656604e-01,-8.031490449051025271e-01
9.425519606378327531e-01,-3.086197936688932497e-01,-8.653948395158220785e-01,4.931148145868253785e-01,-6.609109083041173616e-01,-9.598865864792787139e-01,-3.338850197661302754e-02,-6.106687066680843712e-02,-7.351545673161052896e-01,5.811675455377561805e-01,-5.174494565759949483e-01,2.923342876935148826e-01,1.644804811782172096e-02,-2.234564713384317169e-01,-3.763542939710032842e-01,-7.841769765452029084e-01,7.838752420936206944e-01,6.852240571761291088e-01,6.226402653810396703e-01,-7.518554101141293744e-01,8.479156381211855331e-01,6.342105423252394347e-01,-2.604175802392539874e-01,4.486042219256077268e-01,3.873733136718438691e-02,-8.897549614018023245e-01
-5.030650028475160962e-01,7.243014294258684482e-02,-3.477116823115146693e-01,-3.153225296961152946e-01,9.617826898578768491e-01,1.085350495246485275e-01,-9.746051753105978710e-01,6.768907786384028569e-01,4.520030207184357884e-01,2.204502202685063861e-01,-5.744644160605836269e-01,7.637697037242601183e-01,3.865931923826858574e-01,6.024517901193522373e-01,4.487008171148468283e-02,-6.055009220155973537e-01,-6.502785577154199803e-01,-2.770625378745685818e-01,5.423620443122432189e-01,-6.567337930736227847e-01,-7.669498152491855958e-01,7.693541895490181304e-01,-8.367204915156158940e-01,-6.243414760082541815e-01,2.455817086713339426e-01,7.422211775341484019e-01
1.094887046153760340e-01,2.567162276373025770e-02,-5.629959086962695730e-02,5.939944217201623688e-01,-4.808484123694917733e-01,-1.647075234374078823e-01,5.777640281608024120e-01,7.044092502629578645e-01,7.495528690211442635e-01,-1.383411588796273906e-01,-2.912169355423996908e-01,-5.216197610367619975e-01,-6.905997665786816064e-01,9.972262383387500151e-01,-6.887118790385323708e-01,-9.871791283624630209e-01,9.137728664298685466e-01,-2.012543810125095312e-01,1.594314953810362367e-01,7.632537541749089272e-01,8.672117408445837450e-01,5.723604096393810625e-01,2.482375754063103068e-01,5.986195126264476363e-01,2.477872256233776826e-01,-7.475153937191737485e-01
-2.123600620875371603e-01,7.872877737588915847e-01,-1.948123373106339928e-01,7.234197547123458749e-01,-3.066021692884756122e-01,6.296155594003340905e-01,6.157224296683314613e-01,3.827713326710032726e-01,9.465584008237480917e-01,-7.018338268480694975e-01,-8.892230696989813499e-01,8.080226628022547652e-01,-2.940110721532455118e-01,-9.965173649345239193e-01,7.727624904597311939e-02,6.736612083723686473e-02,-6.481906050364740768e-01,7.666896523341503178e-01,6.436621857737215291e-02,-9.138773791412598824e-01,1.149520506695008160e-01,9.376310412200565825e-01,5.392256543767601773e-01,3.166379670535640067e-01,-6.315290581648593804e-01,5.392193671537343080e-01
-8.854782924379632769e-01,1.865601909767888311e-01,-9.501595255756796199e-01,-4.277026483724640227e-01,-7.219553396440476778e-01,-1.597957173021918309e-01,7.559251983906604133e-01,4.728668757597286887e-01,-6.225490750150863839e-01,-3.599435943250032244e-01,-1.082396123306043068e-01,-5.240266156951629561e-01,-5.016031077634261481e-02,6.801933814863257988e-01,1.814369954130168883e-01,-1.930330292501636902e-01,-9.219177639680219416e-01,-9.172652069329183533e-01,2.729805082044485798e-01,9.576846706586910063e-01,3.918195939072841028e-01,4.642468262044372601e-02,-8.835162154880496499e-02,7.452892370317977244e-01,-2.700989961137750806e-01,-3.702865908090348102e-01
-5.610276943795400317e-02,1.096426729494294344e-01,3.106689928547967661e-01,8.133739533558739243e-01,3.085838114768849616e-01,-7.789401639749636841e-01,-6.991044454829071775e-01,2.840049920884488710e-01,-8.995265309110427321e-01,-3.126773980520493046e-01,-2.781404429537462919e-01,-1.903368120564306876e-01,-4.520999534368760342e-01,-5.756211958692384334e-01,-6.505927627748113729e-01,9.907430371754822884e-01,5.850245187315272766e-01,6.608595165560765539e-01,7.354895483563241854e-01,8.019620172299509742e-01,-9.129916757805259797e-01,8.595315537098544567e-01,-5.058879648036502807e-01,-8.870753536682350893e-01,9.705840714898066324e-01,-1.921013318178876050e-01
